,昵称,时间,评论
273,kunyeluo,2020-01-27,"游乐场去了很多, 这个是最好的, 第一, 特别大, 特别全, 第二, 特别有体验感, 动物来回走, 第三, 注意吃的不能带, 但是可以给孩子带一点"
274,M16****948,2020-01-19,"免费的空中缆车和小火车让游玩更放松惬意, 性价比超值的乐园, 园林设计非常巧妙, 舒适又美丽, 动物们悠哉悠哉地生活着, 美妙又祥和"
275,M26****1983,2020-01-17,"真的很棒, 非常值得一去, 孩子一整天都很开心, 见到了各种野生动物, 了解它们的习性和特点, 缆车和小火车都坐了, 有讲解, 总之很好"
276,菲菲宝贝LSF,2020-01-14,"五年前第一次来, 当时大宝和二宝还小, 这次来感觉更丰富多彩了, 估计以后会越来越好, 两位导游黄燕和粱秋颖都非常认真负责, 有耐心, 很有亲和力, 和大小朋友们都相处十分融洽"
277,186****9729,2020-01-10,"野生动物园, 春色一片, 鸟语花香, 特别到位的是可以乘坐小火车游览, 还可以做空中缆车, 特别悠闲, 看着可爱的动物表演也不会觉得很累"
278,不慵懒的山楂,2019-11-30,"亲子出游, 长隆野生动物园太大啦, 感觉一天根本逛不过来, 坐到了小朋友心心念念的小火车, 棒棒哒, 明年再来, 把未走到的线路游览啦"
279,186****7873,2019-11-09,"特别好, 里面的动物都非常可爱, 大人和孩子们都看的非常认真, 能学到不少知识, 里面有好多餐厅, 坐上缆车视野很好, 白虎跳水非常精彩"
280,M30****0178,2020-01-19,"不错, 值得多去, 适合带小孩去, 环境不错, 动物多, 最好选节日后去, 那时候人特别少, 坐小火车, 缆车都不用排队, 就是吃饭比较贵"
281,M30****0474,2020-01-16,"这个时间段去说是淡季, 但还是人山人海的, 门票比平时优惠很多, 绝对值得一去, 不要错过小火车, 高空缆车哦, 大马戏一定要去哦"
282,不正常人类康复治疗师,2020-01-07,"二刷, 相当好的动物园, 国内第一, 感觉相当不错, 还会再来, 肯定, 小火车一口气坐了两遍, 缆车空中俯瞰全景不错, 动物很给力, 赞"
283,_M13****3572,2019-12-31,"因为是自驾游, 所以有个语音讲解相对比较方便, 到哪里就知道什么动物了, 儿子女儿听了也比较开心, 但是不是很全面, 有的没有介绍"
284,M28****803,2019-12-16,"月小童免费, 所以人还是很多的, 排队等缆车, 排了差不多一个小时, 现在园区的设计, 让我们越来越亲近动物, 孩子玩得不亦乐乎"
285,_WeCh****240224,2019-12-06,"小熊猫真的好可爱哦, 三只小熊猫有个熊猫馆, 记录了从出生到现在哦, 看着熊猫吃竹子吃的非常享受哦, 住在酒店有特殊通道很方便的呢"
286,_WeCh****240224,2019-12-01,"小朋友很喜欢这个地方, 游乐设施不错, 动物也很多没有见过的, 距离很近但是很安全, 长隆做到了, 园区内的表演精彩, 价格不贵, 很好"
287,M27****805,2019-11-21,"难忘的一次旅程, 和朋友一起回归年少, 一起大笑开心, 就是一天下来累的腿要断掉, 体力不如小朋友们了, 但是看见珍稀的动物们很值得"
288,M23****7306,2019-11-06,"小朋友玩的很开心, 不错不错, 园区比较大, 带娃走马观花看看, 缆车完了换小火车, 棒棒哒, 携程上预定门票有优惠, 还是比较划算滴"
289,给你盖个大菠萝,2020-04-25,"比想象的要好, 还挺大的, 值得一去, 而且交通也很方便"
290,姑姑,2020-03-23,"长隆野生动物园现在商业化比较重, 提前去的时候呢, 感觉动物呢嗯, 靠得比较近会比较刺激, 次, 就随着草原的部分的动物, 奶油的长颈鹿会靠近把其他东西分享就不能考机车, 我们开车进去的, 你也希望我未来的, 如果能在生态化一点, 你更好了, 还保存谈话一点, 像我们这样亲近一下小动物, 但是, 野生动物非常危险啊, 希望长隆野生动物越办越好"
291,携程旅行顾问卓,2020-03-09,
292,SHU85,2020-03-05,"带着儿子女儿一起去的, 非常棒的体验, 小朋友们都很开心, 看了很多动物, 大熊猫, 长颈鹿, 斑马等等, 好几个剧场的表演也很精彩"
293,张先生,2020-02-08,"上午, 点入园, 领取园内地图两张, 先是步行游览, 熊猫园, 考拉园很好, 到北门又做了小火车, 排队的人挺多, 买了, 张快速通道门票, 之后继续步行游览, 到南门排队坐缆车, 还好要下班了人不多, 总体不错, 里面吃的挺贵啊"
294,_WeCh****51962,2020-01-28,"亚洲最大最全的动物园, 仿佛置身在热带雨林, 什么动物都有, 可以开车, 可以走路, 可以坐观光车, 缆车游览, 老少皆宜, 非常的有趣"
295,136****0062,2020-01-27,"春节期间买的一大一小套票, 比起单独买一张成人票和一张儿童票要实惠, 儿童身高检查得很严格, 里面的参观内容比较多, 但是坐缆车和小火车排队的人太多, 等候时间很长, 餐厅的东西太贵了, 一碗面, 一个套餐, 简直比机场还要贵"
296,M32****7288,2020-01-25,"的确很好玩, 只是人太多, 光玩一个小火车, 一个空中缆车就用了三四个小时, 这两个项目可以统览园区, 基本上把动物看得差不多了"
297,M12****123,2020-01-24,"行程安排好, 提前关注门票, 提前预订关注和对比优惠方式可以节省费用啊, 我们提前两天在线上购买大马戏门票就买不到了, 然后打长隆客服电话, 客服说当天大马戏北门售票处会有少量门票出售, 客服给出的售票处工作时间是上午, 开始上班出售, 可是实际, 点去了售票窗口后, 那里是, 点才上班卖票, 长隆景区客服对相关园区的工作时间都搞不准确, 浪费游客时间, 影响游客出行质量, 建议观看大马戏买一等座性价比相对高些, 不差钱当然, 和贵宾座位更好啦"
298,M12****123,2020-01-24,"行程安排好, 提前关注门票, 提前预订关注和对比优惠方式可以节省费用啊, 我们提前两天在线上购买大马戏门票就买不到了, 然后打长隆客服电话, 客服说当天大马戏北门售票处会有少量门票出售, 客服给出的售票处工作时间是上午, 开始上班出售, 可是实际, 点去了售票窗口后, 那里是, 点才上班卖票, 长隆景区客服对相关园区的工作时间都搞不准确, 浪费游客时间, 影响游客出行质量, 建议观看大马戏买一等座性价比相对高些, 不差钱当然, 和贵宾座位更好啦"
299,xx_jing,2020-01-23,"太大了, 一开始不知道要坐小火车, 建议大家先坐火车观看再开始步行, 缆车上能看到的不如亲自临近观看, 整体感觉很好, 孩子很喜欢"
300,135****2867,2020-01-22,"老人孩子都喜欢, 动物很多, 景色很美, 游玩路线很合理, 不走冤枉路, 只是有些路标不是很清楚, 一月份的广州气候宜人, 适合出游"
301,LLing,2020-01-20,"非常好, 适合带孩子玩, 非洲大草原最好玩, 离动物很近, 喂长颈鹿虽然, 一根树枝有点贵, 但是对孩子是好的回忆, 整体非常有特色"
302,M21****882,2020-01-14,"设施完善, 到地铁之间有很方便的免费区间车, 景区很干净, 连卫生间也打扫的得很好, 植被覆盖率很高所以不晒, 感觉很凉爽, 珍稀生物很多, 单看大熊猫就值回票价, 小火车和缆车都很好的, 人略多排队需要一定时间, 食物很贵而且味道不是特别好, 总体来说非常值得一去, 会再来的"
303,_WeCh****481228,2020-01-13,"宝贝和爸爸玩的很开心, 两个人是第一次单独出门玩, 这会是一次超级难忘的旅程, 有机会自己也想去一次, 侏罗纪公园听说超级有氛围, 宝贝从小就对恐龙非常感兴趣, 家里已经超级多恐龙玩具了, 电视也是每天都研究恐龙, 去了动物园惊呆了, 仿佛回到了侏罗纪世界, 缆车和观光车免费坐, 太贴心了, 月儿童免费真的太给力啦, 希望下次还有活动"
304,M59****665,2020-01-13,"是个值得一去的地方, 这个, 景点真的不错, 硬件建设完善, 软件服务优质, 就连纪念品商店的纪念品也很有特色, 小朋友超级开心"
305,小鹿,2020-01-11,"一直很想去, 但是门票太贵所以有些犹豫, 这次趁着去广州看比赛, 白天正好有时间, 就买了票, 值回票价, 园区很大, 动物种类很多, 而且很多都可以近距离接触, 和那种动物全部关在笼子里的动物园不一样, 很适合带小孩或者和朋友一起来玩, 园区的小火车和观光缆车一定要坐, 我特别喜欢缆车, 坐着很舒服, 这两项不会另外收钱, 门票里都包含了, 虽然是周末, 但是可能因为还没到寒假, 人还不是很多, 排队都很快, 满意"
306,_WeCh****909134,2020-01-06,"希望景区小火车开的慢一些, 工作人员感觉都是在赶场子, 只管开车, 不管我们是旅客, 是长途跋涉, 坐的飞机来看动物的, 开的那么快, 中途也不停, 拍照都拍不了"
307,_WeCh****909134,2020-01-06,"动物园还不错的说, 太大了, 一天都不带停歇得, 就是缆车能再久一点就好了, 太快了, 下午五点就停下来了, 小火车也是, 开的太快, 拍照都来不及, 都是模糊的"
308,286****261,2020-01-03,"特地周一去的, 人不多, 体验很好, 第一个缆车排队, 分钟, 马上接小火车排队, 多分钟, 下午一次环园缆车都没排队, 喂了长颈鹿, 所有动物看完, 次缆车一次小火车一天搞定, 太舒服了, 周末来, 次入园都是原因排队, 一天时间排队浪费掉, 这里的特色是可以自驾去野兽区, 还有包出租车进去的, 下次有经验了, 里面玩具店太多了, 一个区结束一个专题店, 还有好多综合店, 想不买出来是不太可能的, 带小朋友去建议先别买, 等要走了再买, 因为你一开始买了后面还是会再买的"
309,137****2823,2019-12-30,"第一次带着一大家子老老小小开着车过来, 拿着同事给的路线图, 提前规划好很省时间, 总共, 个人, 刚好包一辆面包车到北门, 然后排对坐小火车观看放养动物, 总共, 分钟, 下车后接着按行程走, 直到晚上, 点坐缆车回到住处, 还不错的"
310,268****505,2019-12-24,"长隆野生动物世界是全世界动物种群最多, 最大的野生动物主题公园, 拥有华南地区亚热带雨林大面积原始生态, 拥有澳洲国宝考拉, 中国国宝大熊猫, 马来西亚国宝黄猩猩, 泰国国宝亚洲象, 洪都拉斯国宝食蚁兽等世界各国国宝在内的几百余种, 余只珍奇动物"
311,268****505,2019-12-24,"长隆野生动物世界生活着几百种珍稀动物, 有中国的大熊猫, 澳大利亚的考拉, 非洲黑犀牛, 泰国亚洲象, 马来西亚马来貘, 塞拉利昂倭河马等等, 还有斑马, 熊猫, 角马, 长颈鹿, 梅花鹿, 亚洲黑熊, 猕猴, 亚洲象, 非洲狮, 老虎等动物让孩子和大人们惊叹不已"
312,tommykun,2019-12-19,"總體不錯, 平日來的, 人不算太多, 動物種類很多, 親子遊必須打卡的地方, 遊玩時間半天的樣子, 最不滿意就是還要額外再收停車費"
313,红尘易老99,2019-12-19,"可以把食物放小包里, 别太惹眼就行, 同时拿一部分食物去入口旁边寄存, 这样, 拿着寄存单在手里, 基本上就不会检查你是否带食物了"
314,118****257,2019-12-10,"第二次来了, 第一天去的动物园, 赶上周末, 人太多了, 到处排队, 主要带孩子来玩, 这次开车来的, 从北门进的, 先排队坐小火车, 排了半小时, 然后就顺着看了侏罗纪啥, 熊猫村啥的, 感觉北门进来不太顺, 很多表演时间都赶不上, 最后匆忙看了两个表演就时间差不多了, 百虎山合和其他几个没时间看了, 第二天去的飞鸟乐园, 周一, 没什么人, 就一大群学校组织的小学生, 还是人少比较爽, 时间很充足, 还是建议非周末来"
315,_WeCh****528992,2019-12-08,"好玩, 适合带孩子还来玩, 有很多的教育意义, 可以让孩子认识很多的动物, 而且门票的价格也挺优惠的, 儿童票和学生票都可以打折"
316,jessica_0725,2019-11-24,"野生动物园超好玩, 空中缆车加上小火车, 第一次那么近距离观察猛兽, 棒, 马戏也很好看, 惊险项目不多, 但是恨紧凑"
317,joylong,2019-11-19,"儿童的乐园, 小喇叭和眼镜蛇都是专门为儿童设计的亲子滑道, 可以爸爸妈妈和儿童一起玩, 而且外形也很可爱, 还有满是卡通形象喷射出无数水花的, 戏水池, 也很适合小朋友, 园内刺激的项目为, 高速滑道, 超级大喇叭, 超级大滑板, 急驰竞赛, 巨兽碗, 都是心跳指数爆表的项目, 需要注意的是巨兽碗和大滑板, 都是需要, 个人一起才能玩的, 大喇叭是, 个人可以玩的, 人数如果不够的话, 可能要找陌生人凑数, 园区还斥巨资引进了全球首台, 德国原厂设计, 制作的划时代玩水设备, 摇滚巨轮, 另外值得玩的项目有, 漂流河, 和, 造浪池, 造浪池顾名思义就是人造的海浪, 适合泡里面玩水, 加上这边中央舞台还经常有各类表演, 是整个水上乐园较为有人气的地方, 漂流河就是漂流景观带, 漂流的流速适中, 两个人坐在一个浮圈上漂流, 感受四周的风景变化, 特别适合二人世界"
318,joylong,2019-11-19,"儿童的乐园, 小喇叭和眼镜蛇都是专门为儿童设计的亲子滑道, 可以爸爸妈妈和儿童一起玩, 而且外形也很可爱, 还有满是卡通形象喷射出无数水花的, 戏水池, 也很适合小朋友, 园内刺激的项目为, 高速滑道, 超级大喇叭, 超级大滑板, 急驰竞赛, 巨兽碗, 都是心跳指数爆表的项目, 需要注意的是巨兽碗和大滑板, 都是需要, 个人一起才能玩的, 大喇叭是, 个人可以玩的, 人数如果不够的话, 可能要找陌生人凑数, 园区还斥巨资引进了全球首台, 德国原厂设计, 制作的划时代玩水设备, 摇滚巨轮, 另外值得玩的项目有, 漂流河, 和, 造浪池, 造浪池顾名思义就是人造的海浪, 适合泡里面玩水, 加上这边中央舞台还经常有各类表演, 是整个水上乐园较为有人气的地方, 漂流河就是漂流景观带, 漂流的流速适中, 两个人坐在一个浮圈上漂流, 感受四周的风景变化, 特别适合二人世界"
319,joylong,2019-11-19,"广州长隆野生动物世界, 原广州香江野生动物世界, 隶属长隆旅游度假区以, 保护野生动物, 普及环境教育, 为宗旨, 以大规模野生动物种群放养和自驾车观赏为特色, 被誉为中国综合规模最大, 最具有国际水准的好的国家级野生动物世界, 拥有, 种, 只世界各国野生动物, 年, 月被广东省科学技术协会命名, 广东省青少年科普教育基地, 年, 被国家旅游局评定的, 级旅游景区, 是全国首批获此殊荣的景点之一, 是游客们了解广州必到的胜地"
320,joylong,2019-11-17,"交通很方便, 免费公交四通八达, 可以达到景区内任一景点, 野生动物园内有小火车和缆车可以免费乘坐, 人多的时候要排队, 不是一般的排队哦, 有时候要排好几个小时, 这时候你如果多掏钱的话, 可以走快速通道, 另外, 还有一种参观方式, 自行驾车或租车进去沿固定路线也是可以的"
321,joylong,2019-11-17,"交通很方便, 免费公交四通八达, 可以达到景区内任一景点, 野生动物园内有小火车和缆车可以免费乘坐, 人多的时候要排队, 不是一般的排队哦, 有时候要排好几个小时, 这时候你如果多掏钱的话, 可以走快速通道, 另外, 还有一种参观方式, 自行驾车或租车进去沿固定路线也是可以的"
322,joylong,2019-11-17,"行在长隆, 交通很方便, 免费公交四通八达, 可以达到景区内任一景点, 野生动物园内有小火车和缆车可以免费乘坐, 人多的时候要排队, 不是一般的排队哦, 有时候要排好几个小时, 这时候你如果多掏钱的话, 可以走快速通道, 另外, 还有一种参观方式, 自行驾车或租车进去沿固定路线也是可以的"
323,joylong,2019-11-17,"以大规模野生动物种群放养和自驾车观赏为特色, 被誉为中国综合规模最大, 最具有国际水准的好的国家级野生动物世界, 拥有, 种, 只世界各国野生动物, 年, 月被广东省科学技术协会命名, 广东省青少年科普教育基地, 年, 被国家旅游局评定的, 级旅游景区, 是全国首批获此殊荣的景点之一, 是游客们了解广州必到的胜地"
324,joylong,2019-11-17,"广州长隆野生动物世界, 原广州香江野生动物世界, 隶属长隆旅游度假区以, 保护野生动物, 普及环境教育, 为宗旨, 以大规模野生动物种群放养和自驾车观赏为特色, 被誉为中国综合规模最大, 最具有国际水准的好的国家级野生动物, 年, 被国家旅游局评定的, 级旅游景区, 是全国首批获此殊荣的景点之一, 是游客们了解广州必到的胜地"
325,joylong,2019-11-17,"广州长隆野生动物世界, 原广州香江野生动物世界, 隶属长隆旅游度假区以, 保护野生动物, 普及环境教育, 为宗旨, 以大规模野生动物种群放养和自驾车观赏为特色, 被誉为中国综合规模最大, 最具有国际水准的好的国家级野生动物世界, 拥有, 种, 只世界各国野生动物, 年, 月被广东省科学技术协会命名, 广东省青少年科普教育基地, 年, 被国家旅游局评定的, 级旅游景区, 是全国首批获此殊荣的景点之一"
326,_WeCh****372809,2020-01-06,"月初人确实不多, 整个行程没有感觉忙乱, 参加了熊猫保育员活动, 缆车没有坐, 小火车坐了非常好, 推荐不要错过"
327,M28****715,2019-12-21,"非常好, 各种科普也很到位, 带孩子的人很多, 特别适合宝宝们来, 最喜欢这里的大象, 猴子, 熊猫, 长颈鹿可以喂哦, 哈哈哈哈哈哈"
328,糖宝贝422,2019-12-03,"每次来广州, 必须带孩子去的地方, 其它长隆的园可以不去这个每次必去, 特别适合孩子, 亲子游的首选, 园内环境特别优美, 动物种类繁多, 各种表演特别好看, 餐食有点小贵"
329,小马8806,2019-12-14,"动物园很好玩, 很开心看到里头的动物都很健康活泼, 剧场的表演很用心和有创意, 毫不逊色于我所看过的外国动物园, 一天无法全部活动都看完, 建议买两日票"
330,zhuboyi,2020-01-07,"时间有点紧, 要登广州塔, 野生动物很多, 来不及全部看完, 下次有机会再全部看完"
331,王木木,2020-02-15,只要是动物园孩子们都非常喜欢
332,M37****9650,2019-11-21,"还算不错, 长隆的整体服务做得还算可以, 既给予游客近距离接触野生动物, 又可以有效的保护野生动物, 园区内交通接驳, 公共卫生都非常好, 唯一一个比较难接受的就是里面的物价太高, 比外面高出, 到, 倍"
333,M27****9611,2020-04-18,"玩的很高兴, 一家人难得一块出游, 在春节假期很愉快, 下次有时间再来玩"
334,M27****9611,2020-04-18,"玩的很高兴, 一家人难得一块出游, 在春节假期很愉快, 下次有时间再来玩"
335,180****8990,2020-04-05,"在携程预订很方便, 不用在景区排队了, 也比现场买票优惠一些, 推荐推荐"
336,M14****203,2020-01-31,"精彩, 小火车和缆车加步行, 三种视角, 不同的体验, 尤其是晚上体验更精彩"
337,M37****0707,2019-12-27,"非常值得一去, 带孩子和动物近距离接触下挺好的, 建议就是从北门进最先进入, 人少还可以先坐小火车, 之后排缆车, 这样下来可以节约很多时间, 值得一去, 推荐"
338,天才小铁兔,2020-01-05,"除了贵点, 没毛病, 野生动物园的动线设计的很棒, 飞鸟乐园离熊猫酒店远了点, 但出乎意料的值得, 小朋友玩的很高兴"
339,M32****9758,2019-12-11,"真的是让旅游者, 真正体验了近距离观察小动物的感觉, 更有零距离接触温和动物的机会, 这次来过之后, 算是为宝宝探探路, 等她在长大点, 带上小不点再来一次"
340,申花是冠军Hxh,2020-01-24,"总体感觉非常不错, 不输于上海的野生动物园, 在与动物的距离感上好很多, 一天时间是不太够玩, 两天的话基本都能玩到了, 内部的导游也非常亲切, 非常不错"
341,69****990,2020-01-04,"野生动物世界真是太满意了, 各种满意, 飞鸟乐园挺好的, 价格也不贵, 到广州的当天去的, 只有半天的行程, 正好飞鸟乐园看看, 不少表演因为时间原因没有看到, 但是也已经很满意了"
342,69****990,2020-01-04,"野生动物世界真是太满意了, 各种满意, 飞鸟乐园挺好的, 价格也不贵, 到广州的当天去的, 只有半天的行程, 正好飞鸟乐园看看, 不少表演因为时间原因没有看到, 但是也已经很满意了"
343,Tone神游,2019-12-05,"第二次去了, 比之前里面的多了个缆车, 各种设施配套抖加强了, 挺不错的, 小朋友玩的也开心"
344,罗马之恋,2020-04-14,"早就听说过长隆了, 终于让孩子如愿以偿, 动物很多, 最喜欢野外区了"
345,M33****3068,2019-12-14,"值得去的一个位置, 孩子, 岁, 也喜欢这个位置, 建议, 岁以内宝宝就别去了, 他们会没什么兴趣的, 门票包含了缆车和小火车, 乘坐小火车可以比较近距离接触动物, 而且路程也不短, 整体体验非常不错"
346,李生,2019-11-23,"长隆野生动物园值得去, 小火车, 观光, 有点快, 啊, 建议自驾游完美"
347,花匠康师傅,2020-04-05,"广州的招牌, 亲戚朋友来了必玩项目, 价格确实贵, 不过服务还行"
348,M23****392,2020-02-09,"长隆野生动物园是带娃玩耍的好去处, 去多少次娃都喜欢, 可以坐小火车近距离看动物, 特别是长颈鹿, 斑马等"
349,M22****039,2019-11-25,"很愉快的一次旅行, 之前住的酒店孩子吵闹个不停, 最后选择换了这里小孩就不怎么闹了, 因为有梯子给小孩玩, 房东很好热情, 下次带小孩出门依然选择这里"
350,_WeCh****876465,2019-07-18,"物种很全, 七大洲知道不知道的都有, 园内的餐厅和商店很多, 几乎每一种动物的游览点都有主题商店和餐厅, 不过餐厅吃饭价格偏高, 园区内还可以免费乘坐小火车和空中缆车, 在地面游览完后乘坐空中缆车, 从高空再俯看一遍, 感觉很棒, 园内很多都是开放式的, 和小动物静距离接触, 这种体验也是国内很多动物园不曾有的"
351,M27****4182,2020-04-17,"挺好玩的, 感觉不错"
352,_YX1****507,2020-01-31,"小孩字子非常喜欢喂料环节, 另外非洲森林看到各种动物很兴奋"
353,M55****772,2019-12-20,"园区很大, 赶上十二月孩子免费, 就带去玩了, 一天肯定逛不完, 玩累了就出来了, 孩子玩的很开心, 园区小火车, 空中缆车, 孩子游乐园但是免费的"
354,M21****774,2019-11-23,"设施不错, 景区管理也很高规格, 通勤方便, 有小火车, 也有索道, 索道还是双线, 景区内吃饭也很方便"
355,M40****395,2020-01-30,超赞的动物园
356,137****9982,2019-11-12,"建议先从南门进, 不带孩子, 的可以考虑, 先去看火烈鸟, 我说的是, 不是节假日周末的时候"
357,wuliang20050301,2020-02-23,"一月十日去的, 人不是很多, 车可以停在门口对面的小停车场, 十分方便, 第一次去做小火车去看动物, 可惜有自驾车挡着, 而且不能像自驾车一样停下来细心看, 不够过瘾, 下次一定看车去"
358,135****1766,2020-01-26,"很棒的动物园, 稀罕动物品种繁多并数量惊人, 坐上小火车进入非洲大草原森, 缆车覆看动物园全貌"
359,紫雨o儚吟,2020-01-12,"真的很值得去看, 动物种类很多, 地方很大, 还有小动物的表演, 非常精彩, 大人小孩都很适合去看看"
360,M17****284,2019-11-24,"长隆野生动物园真的值得自驾游或者租车进去, 元一辆车, 车上人员需要再另行买票, 自己可以在里面选择停下来的时间, 有野生世界的感觉"
361,M67****39,2019-11-12,"一个大人在这里玩的不亦乐乎, 熊猫的萌, 考拉的憨, 还有长颈鹿的帅气, 白虎的威严, 都太可爱了"
362,M19****904,2019-11-06,"长隆野生动物园真心不错, 老少皆宜, 管理非常好, 园里的小哥小妹都非常优好, 解释到位, 有爱心"
363,E07****52,2020-04-25,"真的是太好玩了, 动物养的也特别好"
364,m00****81,2020-04-17,"大马戏表演好看, 就是场地有一点味道, 不过是正常的"
365,vicawang,2020-01-17,"很棒的体验, 老人孩子都玩的很开心, 佛系逛园还是走了, 万多步, 这么多内容很丰富, 非常推荐"
366,M58****389,2019-12-12,"月小童免费, 所以全家老小都去了, 是非周末去的, 游客相对少点, 玩的很开心很尽兴, 缆车, 小火车都坐了, 特别开心特别愉快, 哈哈哈"
367,程嚒嚒哒,2019-11-07,"这次长隆野生动物园真是太棒了, 无论是从线路的设计还是周围的基础设施都是一等一的, 动物们也很有活力, 各个小剧场的演出也非常的精彩"
368,M25****5338,2020-03-14,"是非常不错的亲自旅行地了, 到广州必打卡, 带着孩子游玩一整天晚上再去看个大马戏, 非常棒"
369,M25****538,2020-01-29,"从无里面的那个小火车浏览, 比较有特色, 动物园真的是太大了, 要逛一天, 趣味性还是很足的"
370,E17****52,2020-01-23,"价格优惠, 先买好票, 换票方便, 老人小孩喜欢得很, 已经去过两次了, 先坐小火车游览野生动物保护区, 动物大迁徙好看, 坐缆车看最巴适"
371,M34****7423,2020-02-23,"太好玩了哈哈哈哈, 很不错地方"
372,摩托艇女子,2020-01-14,"这个动物园里的动物都数量多, 非常活泼, 感觉它们生活在这里很开心, 环境也很好, 缆车和小火车都是免费坐的, 小孩玩的很高兴哦, 满意"
373,倪尔龘耶,2019-11-30,"相当不错, 值得一去, 以后还会来, 很大, 就是过个暑假来太热, 不过我们去那天下雨, 还好"
374,春华-秋实,2019-11-18,"动物世界面积大, 动物多, 而且很活跃, 观赏性很强, 设施齐全, 值得一游, 第一次去长隆野生动物世界, 感觉一天时间有点紧, 没有尽兴"
375,张莉张莉莉,2019-10-31,"动物超级, 看的眼花缭乱, 一天真的玩不完, 宝宝玩的很开心, 认识了好多动物, 还会再来的"
376,冰崽,2020-01-11,"第三次来长隆了, 第一次和朋友, 第二次和姐姐加侄儿, 这一次和老公还有儿子, 三次经历都很美好, 马戏表演必去, 长隆动物园非常值得"
377,cnkksee,2020-04-18,"好玩的好玩的好玩的, 很适合孩子"
378,向天上那朵芸,2020-03-25,"很好玩的, 很有趣, 感觉一天下来很值, 走了很多路, 园子很大, 很好玩的, 很有趣, 感觉一天下来很值, 走了很多路, 园子很大"
379,M37****2207,2020-02-13,"位于广州番禺, 是首批国家级, 旅游景区, 被誉为, 中国最具国际水准的野生动物园"
380,_WeCh****49352,2020-01-14,"长隆的动物真多, 花草树木都有南国特点, 项目设置还是不错的, 印象深的是看到了鳄鱼扑食, 比很多动物园睡着的动物们要好很多了, 但是六七月带小孩来, 还是挺遭罪的, 天气热得汗雨如注, 中午还来一场大暴雨, 小孩逛累睡着, 商店都是各种挤爆, 提醒一定要看好天气出门哦"
381,137****3195,2020-01-08,"孩子第二次来, 天气给力, 爸爸给力, 观看非洲探秘还获得了礼物, 开心, 难得爸爸有空, 和我们一起, 下次还会来"
382,_YX1****238,2019-12-29,"人多, 可能是, 月小孩子免票的缘故, 比珠海海洋王国人多, 游览路线很清晰, 照着路线走, 基本能舒舒服服的游览完, 没有遗漏, 比较省心, 马戏真的很震撼, 普通座位也不错, 看演出没有影响, 推荐马戏物有所值, 门口查包不严, 检查人员很有礼貌, 基本不看"
383,268****505,2019-12-25,"长隆野生动物世界有几百种珍稀动物, 大熊猫, 澳大利亚的考拉, 非洲黑犀牛, 泰国亚洲象, 马来西亚马来貘, 塞拉利昂倭河马等等, 这些世界珍奇动物都已形成庞大的种群, 还有斑马, 角马, 长颈鹿, 梅花鹿, 亚洲黑熊, 猕猴, 亚洲象, 非洲狮, 老虎等动物数量较多, 值得多次参观"
384,宅兔兔,2019-12-17,"第一次来长隆野生动物园游玩, 小孩子看到很多野生动物, 特开心, 自驾游开车很方便, 就是有点小贵, 园内吃的东西很一般, 然后很贵"
385,塔克维拉专诸,2019-12-08,"长隆是真的大, 是真的值得亲自游, 那个熊猫和老虎餐厅太有感觉了, 唯独不好的就是长隆里面真的是太大了, 我说我走路走到腿抽筋了你会信吗, 如果带着孩子的话也是值得的"
386,M43****933,2019-12-02,"可以坐小火车近距离的观看动物, 还可以坐观光缆车高空俯瞰, 不过个人比较推荐小火车"
387,joylong,2019-11-17,"广州长隆野生动物世界, 原广州香江野生动物世界, 隶属长隆旅游度假区以, 保护野生动物, 普及环境教育, 为宗旨, 以大规模野生动物种群放养和自驾车观赏为特色, 被誉为中国综合规模最大, 最具有国际水准的好的国家级野生动物世界, 拥有, 种, 只世界各国野生动物, 年, 月被广东省科学技术协会命名, 广东省青少年科普教育基地, 年, 被国家旅游局评定的, 级旅游景区, 是全国首批获此殊荣的景点之一, 是游客们了解广州必到的胜地"
388,joylong,2019-11-17,"广州长隆野生动物世界, 原广州香江野生动物世界, 隶属长隆旅游度假区以, 保护野生动物, 普及环境教育, 为宗旨, 以大规模野生动物种群放养和自驾车观赏为特色, 被誉为中国综合规模最大, 最具有国际水准的好的国家级野生动物世界, 拥有, 种, 只世界各国野生动物, 年, 月被广东省科学技术协会命名, 广东省青少年科普教育基地"
389,M33****212,2019-11-15,"孩子整天从电视上看长隆的广告, 这次真的来了, 只可惜距离太远, 真羡慕广州当地的这么好资源, 动物种类就不多说了, 线路也很棒, 缆车坐了好几次遗憾没有坐到透明的, 吃饭小贵且味道不咋地是景区通病了, 每个场馆之间总要经过购物店, 孩子经不住诱惑买的有点多"
390,hrwith1226,2019-11-09,"携程羊毛薅得很快乐, 景点酒店都是, 券, 四舍五入就是不要钱, 换票和使用都很方便, 避开出行高峰真是太爽了哪里都人少"
391,funnyshu,2019-11-01,"带着孩子第一次来长隆, 非常开心的一次旅行, 景区很大, 动物品种很多, 看到了心心念的考拉, 实在是可爱, 国庆人太多, 即使是那么大的景区还是人山人海, 长隆工作人员很热情, 真的是办的很好, 周边还有马戏城, 游乐园, 水上乐园, 下次有机会再去别其他几个玩一下"
