,昵称,时间,评论
389,jin****iang,2019/2/8,"不允许带食品, 说是怕喂食物, 结果一碗面条要一百块, 上海迪士尼也不给带, 但人家便宜啊, 到处是餐厅和商店, 想钱想疯了"
390,_YX1****651,2019/2/7,"门口堵车两个小时, 好不容易进来了, 那个人山人海啊, 动物没看着, 全是看人海"
391,320****552,2019/1/31,"骗子, 最恶心的骗子, 结束关门了, 明明知道游客多, 穿梭巴士还特别少, 最最恶心的是说离地铁站步行只有, 钟, 你是跑着算的吧, 走到半路, 指路牌说只有, 米, 你这, 米是按哪个星球的米来量的"
392,M37****162,2019/5/4,"差评, 突降一场大雨, 基本没玩就开始躲雨, 白白浪费千来块钱, 出园后看到广州地铁都在免费给市民派雨衣, 而在园区, 即使带个几个月的宝宝也享受不到任何人性化的服务, 最终全部淋成落汤鸡回家, 以后不会再去了"
393,M30****7935,2019/2/8,"动物都没办法看, 看的全是人, 不准带东西进出, 里面东西好贵一瓶可乐, 元"
394,yd****dwl,2019/8/25,"方便倒是很方便, 一起买个小孩子的没看清楚, 买了就不给退, 不划算"
395,118****212,2019/8/27,"量身高的尺不准, 园区不准带食物, 还私自搜包, 希望能改善园区"
396,159****8999,2019/8/16,"差评, 根本就值不了这个价格, 总之很差"
397,M37****162,2019/5/4,"差评, 突降一场大雨, 基本没玩就开始躲雨, 白白浪费千来块钱, 出园后看到广州地铁都在免费给市民派雨衣, 而在园区, 即使带个几个月的宝宝也享受不到任何人性化的服务, 最终全部淋成落汤鸡回家, 以后不会再去了"
398,萝卜干饭,2019/8/12,"垃圾携程, 订票必被坑, 客服态度差"
399,206****382,2019/2/8,从北区到南区交通车很长时间没车
400,M25****0574,2019/2/7,"长隆动物世界零几年去了一次, 从此以后再没又去过一次, 不准带食物, 里面买东西死贵, 超级差评"
401,118****212,2019/8/27,"孩子没到一米五硬给他量成一米五, 还要补票, 差评"
402,300****525,2019/2/9,"人超级多, 真的是人挨着人, 想停下来看动物都停不下来, 被人群挤来挤去, 崩溃了, 看到很多小孩子在哭, 大人也没几个有笑脸, 体验太差了"
403,dwj830708,2019/2/8,"年, 月, 日人山人海也不限流, 买了门票进动物园是来看人的吗, 垃圾不会再来了"
404,杨正林,2019/2/9,"春节期间去的, 十万人挤得连吃饭都没地坐, 永远不会黄金周在国内玩了"
405,M49****786,2018/8/12,"垃圾, 长隆野生动物园的动物不是很多, 熊猫馆满地大便, 厕所很多水, 走进去孩子大人都滑倒了, 想打电话投诉, 竟然搜不到任何投诉电话号码, 你们就知道卖票是吗, 给客户售后服务没有, 再也不去了"
406,152****2671,2019/7/3,"人多的一笔, 车只能到, 公里外的地方, 只能走"
407,拖家带口的幸福,2019/6/4,"屁用没有, 景区每个点都有讲解, 并且这个讲解不自动, 要自己找"
408,拖家带口的幸福,2019/6/4,"前一日订购, 大, 小家庭票标价, 付款优惠, 元实付, 第二日取票只出两张成人票, 小孩票没了, 联系客服说我可能点错了, 我选的就是, 大, 小, 说可能优惠了就没有小孩票了, 差, 元把一张, 元的小孩票没了, 最后问怎么办, 客服告诉我补买小孩票, 感觉被套路了, 套路, 好好了游玩有点糟心, 没关系, 继续游"
409,_seoba****5319008,2019/8/12,"没有期望的好, 就是个城市动物园"
410,_seoba****5319008,2019/8/12,"没有期望的好, 就是个城市动物园"
411,M39****998,2019/8/27,"没劲没劲呀一点也不好玩, 下次不再来, 名气做得好"
412,jiakilee,2019/7/17,拉拉哈喽哈哈哈哈哈差
413,M21****686,2019/2/10,"验票时间过长, 安检混乱, 检票员业务不精"
414,M29****8425,2019/7/25,就没个人工电话
415,M39****998,2019/8/27,"无语啦不好玩, 下次不再来, 没劲"
416,yd****dwl,2019/8/25,"买了就不给退, 怪自己没看好, 哎"
417,118****528,2019/2/10,"长隆感觉整体管理很混乱, 我承认春节期间人很多, 但是排队区域包括缆车和小火车十分混乱, 小火车乘坐过程中私家车比动物都多, 感觉毫无体验感, 很差, 很差"
418,_m15****7312,2019/2/10,"今天去的长隆, 游熊猫馆的时候恰逢下雨, 在熊猫馆出口处买了两把折叠伞, 元人民币, 有种趁雨打劫的感觉, 或许除了劳斯莱斯的伞之外, 这是第二高贵的了, 这就是长隆"
419,南伊势町班克罗福特,2019/1/18,"景区好坑人, 景区好坑人, 景区好坑人"
420,M29****2454,2019/2/8,"非常不满意, 动物非常少, 看了几样就回去了, 走的时候也听到游客不满的评论, 下午就很多人都走了"
421,M25****6111,2019/5/4,"五一假期去到处是人, 排队人山人海, 有钱办, 可以各种优先, 门票本事很贵, 排队什么也没看到, 不会再去第二次, 非常不好的体验"
422,M22****2953,2018/12/9,"不值得, 不给带食物进场, 里面东西又差有贵"
423,张小烦,2018/6/3,"还没有上海野生动物园好玩, 看评论都说动物很野性, 我怎么觉得一点都没有, 儿童手推车租一下要, 都可以买一辆了, 很不人性化, 最后押金, 我们忘了问工作人员要, 工作人员都没提醒, 被她贪污了吧"
424,203****173,2019/3/2,"徒有虚名, 服务不好, 饭菜难吃且贵, 应对大客流的能力不够"
425,sam****629,2018/10/4,"见面不如闻名, 长隆的做法太黑了, 不让游客带任何食物进去, 一碗面买, 元, 真的是黑心的商家, 以后都不会再去了"
426,dab****84,2018/7/14,"很大很帮的动物园, 适合全家游玩"
427,M28****6267,2019/1/26,"网上订票结果大人票取不出一张也没地方去说, 有很多家庭和我们碰到一样问题, 大家都重新买了一票, 总感觉特不爽"
428,M18****617,2019/2/2,"很差, 工作人员态度差, 里面东西真的很贵很坑"
429,_zfb20****7250511,2019/2/10,"太坑了, 这明显是一种垄断的消费手段, 票价特别贵, 老年人都不免票, 而且跟其他地方的动物园差别不大, 那个越秀区的广州动物园还更好些, 明明是看了电视节目才了解的, 一直在节目里面卖力宣传, 结果体验特别差, 小吃又贵又难吃, 工作人员的服务态度也很差, 人也特别多, 我们逛到一半就走了, 还不准我们带干粮, 这不就是在逼我们吃他们的小吃吗, 凭我自己感觉, 还不如去番禺的岭南印象园, 门票又便宜又好玩, 这不是在宣传, 下次绝对不会去, 虚假宣传, 赚黑心钱, 一生黑"
430,M30****547,2019/2/6,"不是很好没意思, 吃饭价格高的离谱去哪里玩都没遇到这么坑的餐饮"
431,马建辉1984,2019/1/24,"长隆野生动物世界不错, 只可惜是从携程定的门票, 只能入园一次, 早上去取票机取票, 竟然说我已经取票了, 再三确定后, 给我发来三张电子票, 当时就已经快十一点了, 电子票只能进入一次, 哪怕你住熊猫酒店也不行, 千万, 门票, 看似便宜, 其实不值, 也许是潜规则吧, 其实就是故意让你十一点左右才能进园, 下午四点半小火车啥的都停了, 实际游玩时间很短, 所以便宜"
432,M23****9265,2019/2/10,"先是弄错电话, 然后是孩子票没有凭证单, 让我们在大门口等了一个多小时, 最后又单独买了一张票才进去的"
433,Gaffing,2018/7/20,"小孩子刚, 米, 也要收费, 里面喂动物, 块, 根树枝, 简直就是抢钱, 说是野生动物园, 其实压根就达不到, 只能说这家动物园营销手段可以"
434,M25****6111,2019/5/4,"很差的体验, 对于假期人多应对不足, 唯一的应对就是加钱, 优先, 不加钱就等着被加塞"
435,M25****5234,2018/10/4,"垃圾客服, 买了票问哪里取完全不知道, 从一大早开始到距离表演开始就十几分钟了, 一直让我稍等, 等到来不及还突然问我订单号, 简直莫名其妙, 弄不懂就别卖, 什么服务态度, 等了那么久, 什么都没问到最后叫我提供订单号, 我的咨询里明明就有订单信息, 害得我们全迟到了, 前面的都没看到, 浪费钱, 再也不用携程, 各种服务差"
436,110****035,2018/8/17,"千万不要买携程这个票, 首页全是误导, 括号里的日期根本不是使用日期, 而是优惠日期, 并没有注明大马戏和动物园, 张票必须当天使用, 第一天晚上去看了大马戏在门口换票, 长隆换票的柜台也没有告诉我们必须一天使用, 到了第二天早上进动物园被拦住了, 说票过期了, 如果进去每个人补差价, 元, 没有优惠也没儿童票, 大小同时补, 元, 我给他们看了我在携程上买的票, 他们也说是误导, 并且拍照传到他们市场部, 我当时给携程客服打电话, 他们说这个日期是优惠日期, 这张票必须当天用, 而且态度非常不好, 问她为什么不在日期后面注明上必须当天使用的字, 这样会误导很多人, 客服反而说写了, 我当时真想骂客服, 真想抽她, 因为正和长隆交涉, 又带这, 个孩子, 我没有记住是几号客服, 也没有继续和他们理论, 因为孩子急需进动物园, 票补了, 又每个人加了, 元的补票费, 长隆大马戏和动物世界得门票加起来是每人, 而且没有享受到儿童票待遇, 比在门口买还要贵的多, 这就是携程不写清楚, 我使用携程, 几年了, 真是倔的越来越垃圾了, 写清楚能死吗, 不会再使用携程了, 也请您们培养好你们的客服"
437,M58****373,2018/8/3,"这次去简直太失望了, 我们是自驾游的, 说有停车区的可兜了一圈都没有下车的地方, 动物又老又少, 票贵的离谱"
438,_WeCh****25096,2019/2/16,"进去没什么看的, 就稀有的几只动物, 整体来说不值这个价格"
439,D27****646,2019/1/13,"一般般吧, 不让带实物, 里面的吃的爆贵, 垄断啊"
440,M25****6111,2019/5/4,"非常差, 门票贵, 排队长, 参观动物才, 分钟"
441,M29****2454,2019/2/8,"动物少, 要兜好久好久才可以看到一只, 有些玻璃框看进去根本没有动物"
442,熊猫1040,2019/2/9,"超烂的一次游玩, 门票死贵, 不会再去了"
443,136****4868,2019/1/4,"莫名其妙的电话号码, 和订票人完全对不上, 导致多次取票失败"
444,_WeCh****93704,2019/2/7,"很差很差很差很差很差很差很差, 差"
445,D17****10,2019/2/16,"太黑了, 喂食要五十, 坐缆车要交, 吃的太贵"
446,_YX2****988,2019/5/15,"一般般, 没啥好玩的, 品种有点少, 都是人造的东西"
447,M27****779,2019/2/6,"排队要排很久才能取上票, 二维码生成不出来"
448,M45****00,2019/1/28,"电子票无效, 多次联系客服等待多时才解决"
449,_BAID****02624,2019/5/2,"真是差的不行, 东西难吃又贵, 到处排队大, 长龙, 一个小火车排了一个半小时, 没几个好看的动物, 还不如广州动物园, 真是太垃圾了, 一般广告做的好的实际都很烂"
450,_WeCh****76847,2019/2/8,"比不上迪士尼的管理, 春节人太多了"
451,E10****33,2019/3/28,"千万千万千万千万看清楚, 出生一天, 岁的人全部要买全价票, 到了门口才知道一米以下也要买全价票"
452,_WeCh****143667,2018/7/15,"东西不让带就算了, 里面东西贵也算了, 问题是真难吃"
453,M22****2953,2018/12/9,"不值得, 霸王条款, 不给带食物, 里面的东西贼贵"
454,蓝天,2019/2/15,"去过三次, 这次大年初三去的, 估计以后不会去了, 和之前三次比太差劲了, 喂猴子的食物变成了, 个旺仔小馒头, 直接涨价到, 喂老虎, 块肉"
455,安寧安靜,2019/5/3,"五一节假期带孩子来长隆动物园玩, 提前预定了票, 当我去电子取票的时候, 总是显示无效信息取不了, 人多, 很上火, 折腾一个多小时, 当取上票了, 去要的兴趣全无, 我第一次在携程上购票遭遇这样, 的事情, 很简单的时候为什么这么复杂, 对你们很失望, 已经到了绝望, 关于长隆的情况更不想说, 太差了, 亲子旅游我建议不要选择长隆"
456,M57****695,2018/7/16,"太差了三百多元一个, 去一个怕一个, 又累又不好玩, 动物不是很多"
457,阿拉蕾926,2018/2/18,"动物很多, 适合带宝宝去玩儿, 为什么给差评, 我想说说细节, 我们去玩儿的时候进门就听说熊猫餐厅是里面最好的餐厅, 可以用餐看熊猫, 刚好到的时候是饭点就直接去了, 结果, 大失所望, 首先整个环境卫生情况非常糟糕, 几乎所以桌子都有剩下的米饭粒地上也是都是剩菜剩饭, 然后垃圾桶滿出来了也没人收拾, 接着说说菜品, 一碗牛肉面, 多, 一个咖喱饭, 多, 贵, 我觉得并不可怕, 这个是合适才消费, 可怕的是难吃到你想哭, 拉面用的居然是坐飞机才用的那种面, 软趴趴, 我只吃了一口, 牛肉咬不断, 整个体验非常差, 回来路上一直在想, 日本有寿司之神, 天妇罗之神, 为什么咱们中国没有这个神那个神, 就是因为我们太功利了, 连应该做好的事情都不去做好, 顾客付出了门票又在你餐厅付出了外面两倍甚至更多的价格, 连干净, 卫生, 好吃都做不到, 或者连设计一点宝宝餐都做不到, 整个景区除了廉价没有营养的烤肠就是一些垃圾食品, 有人说细节决定成败, 我只想说请在赚钱的同时用心做好本应该做好的事情, 这才是最重要的"
458,_WeCh****348323,2017/8/3,"只能证明去哪里的并且购物的人都是有钱人, 也能证明我国的生物多样性现状还可以, 正在奋斗的年轻人到这里就是浪费时间, 有孩子的父母们就得多掏点钱了或者忍住哭声"
459,320****073,2018/8/4,"不好玩, 不建议买, 携程比天猫贵, 而且还没有人工服务"
460,m32****845,2018/8/18,"差评, 没提醒小孩不用买票"
461,xiongmao1234,2018/7/19,"和长沙野生动物园差不多, 但是长沙价格是, 元每人"
462,U25931****596021,2018/10/2,"园区规定不一致, 动物园一米以下免票, 大马戏一米以下需要补全票, 突然有种被欺骗的感受, 孩子抱在怀里, 大人买了票, 要么错过, 要么高价补全票, 出来玩的心情都毁了, 差到极点, 大马戏还没进场, 就让人觉得满满的欺骗, 歧视"
463,137****0305,2018/12/9,"里面不好玩, 最好不要去, 票价太贵有点坑"
464,136****1669,2018/7/7,"虚高价格, 没啥意思"
465,M30****3869,2018/12/28,"差评, 行程有变不支持退成人门票"
466,_YX1****621,2018/12/22,"太差, 没什么好看的, 还不如深圳的"
467,M56****968,2019/3/19,买了退不了买了退不了买了退不了
468,136****4868,2019/1/4,"注意短信中订票的电话号码, 莫名其妙的电话号码"
469,_WeCh****443256,2018/5/27,"用一次携程少一次寿命, 体验感超级差, 果断卸载"
470,M28****7415,2018/9/3,"去的那天下雨, 缆车停了, 导致计划好的线路没时间完成, 景区不允许带任何食物, 进去前会有工作人员检查包, 这在我去过的所有景区是第一家, 动物园很大, 你需要在景区里面逛一天, 没有自带食物所以必须要在景区餐厅用餐, 那个味道就不用说了, 难吃的要死, 并且超级贵, 一个单人餐, 起还吃不饱, 我只能感慨长隆太会赚钱了, 我应该也不会去第二次了"
471,189****1513,2018/7/22,"里面餐食太贵, 要样式没样式, 要味道没味道, 摆渡巴士到达北门出口站时, 想到马上可以回到酒店休息了, 到门口时不让进, 说是因为新建的熊猫酒店, 把北门完全封死了, 只好绕远路回到北门口的酒店, 对住在北门口的酒店游客很不方便游玩下来真的很难受"
472,_zfb20****7250511,2019/2/10,"没什么好玩的, 特别的差, 人太多了"
473,M27****1064,2018/7/9,"我这单都没出, 怎么就不给我退"
474,M47****292,2018/10/10,"等一个观看猛兽区的观光车等了将近两小时, 个人建议买快速通道, 等了半天结果车子开的非常快, 照片也没法拍, 而且一堆自驾游的游客挡着不走的, 体验极差"
475,M27****1541,2018/9/18,"失望, 没想象中的那么好玩, 人超多, 去错地方了, 应该去珠海长隆海洋世界, 里面吃的超贵不说还超难吃, 不值得去, 里面除了水其他吃的都不让带的, 如果真要去的话建议自驾游, 坐里面的小火车和游览车排队排半天, 然后就是往动物身边过一下"
476,M23****1379,2018/10/3,"一个字, 贵, 三个字特别贵, 坑爹啊, 免费的项目, 排队要等两小时, 便捷通道快, 除婴儿外小孩否要钱, 一碗面能买到, 多, 其他也没什么好玩的"
477,李爱旅游,2017/8/1,"游玩过程中, 确实遇到许多热情友好的工作人员, 在此对他们表示感谢, 然而, 一只苍蝇坏了一锅粥, 一至两位工作人员的恶劣态度, 会让其他工作人员所付出的热情努力化为乌有, 因为往往一个人所更能记住的, 是那些令他痛苦和悲伤的回忆, 第一件事, 野生动物世界不是只出售中小学生票而没有大学生票吗, 这在一开始我也是不知道的, 而且我因为没带大学生证, 原意也是要买全票的, 在售票口, 工作人员问我是学生吗, 我说是的但是我出门旅游忘带学生证, 我是大学生, 不过我长得比较小, 工作人员估计误会我还在上初中吧, 售票姐姐说, 没事, 可以买学生票的, 你有带身份证就行, 这是误会的开始, 我到了验票口, 验票员想检查我的学生证, 我说我没带, 她招来身边一位走过去的男工作人员, 说没学生证咋整, 男工作人员说要检查我的身份证, 我就大大方方拿给他了, 然后, 他大吃一惊, 瞪圆了眼睛用嘲讽似的口气很大声地对我说, 你这不是中小学生吧, 那个画面您只能自行脑补了, 难以描述, 很伤人, 我只能出去补票了, 又排了很久的队浪费了很多时间才进去, 父母很不爽, 又数落了我, 我只想说, 那位男工作人员是以为我想占便宜吗, 简直是天大的笑话, 我一点也不缺钱, 再者, 如果我真的想瞒天过海混进去, 我会拿身份证给他看吗, 我坦坦荡荡光明磊落, 他怎么可以用那种表情那种语气跟我说话, 其实我不怪售票员, 平时我脾气很好, 出现了这种误会我都不在意, 我唯一不爽的就是那位男工作人员, 他明明可以心平气和地说一下我们的学生票是出售给怎样的人群, 麻烦您补下票怎样的, 这些我都能接受, 而他呢, 语气之嘲讽态度之恶劣让我那一整天都不能释怀, 第二件事是在白虎区附近, 我很礼貌地询问一位比较年老的工作人员, 白虎跳水应该去哪看呢, 他很不耐烦, 胡乱回答, 还用手摆出赶紧走的手势"
478,M24****941,2018/8/8,"第二次去长隆玩, 可是太失望了, 里面东西贵不说, 里面动物比以前少了太多, 小孩子只在侏罗纪公园那里兴奋了一下, 其他地方都没看到动物, 唯一能值回点票价的就是坐了一圈缆车, 以后不会再去了"
479,M26****2163,2018/5/1,"坐游览车体验太差, 全是远远看动物, 根本看不清, 开车又快, 排队, 小时, 游览, 分钟, 这样我还不如看, 动物世界, 呢, 何必花钱来受罪, 太坑了"
480,辉涩天空886,2018/10/7,"不满意这里游玩, 自己小孩食品都不让进园, 为什么你们里面还卖食品呢, 这不属于强制消费吗"
481,206****510,2018/7/22,"一个字, 黑, 一个套饭, 抢钱吗, 贵不说了态度还不好, 没什么好玩的, 没来的朋友如果家乡有动物园的可以不用来了, 因为完全是送钱"
482,Bernich,2018/8/19,"垃圾景区, 贵的要死, 跟五年前没啥变化, 全靠营销"
483,苍天有悔,2017/6/25,"真的不好玩, 看点少, 商业化很严重, 每个景点外面都是商店, 而且商店里卖的商品还特么都一样, 动物园的大型猛兽都是圈在一小块地方圈养的, 根本就不是正经野生动物园"
484,_wech****429887,2018/8/28,"我拍的是下雨天, 但是还是很差, 动不动项目就检测, 要等很长时间, 老婆很喜欢欢乐谷, 去的地方也多, 但是真的不值这个价钱, 名气很大而已, 广告打的好"
485,M25****1873,2018/8/19,"最差劲的旅行体验, 只想着赚钱, 服务态度极差, 服务体验无语了"
486,m33****05,2018/8/11,"根本就不能暑期带孩子来, 热得不行, 排队挨晒, 票价还上浮, 非来不可的一定住附近酒店取得直通手腕, 大人小孩都受罪"
487,M26****3996,2018/4/25,"请问一下, 携带婴儿需要门票吗"
488,王爷您吉祥,2018/8/27,"大坑爹, 一碗面, 元, 一瓶矿泉水, 元, 消费不起"
489,m29****5543,2018/11/29,"一起订了几张票, 只发了一张票的取票码, 还要打电话过去了补发过来, 很麻烦不如窗口买票"
490,李昌勇,2018/3/12,"能够近距离全方位的观看动物是好, 但人太多了吧, 能不能根据自己接待能力实施准入制, 排队等小火车等了两个半小时, 另外, 说什么为了动物不能带吃的, 那你满园子的小卖铺是什么个意思啊, 垄断经营就垄断经营呗, 打什么为动物的旗号啊, 这一星是给动物们的, 至于经营管理服务, 没星"
491,M22****0177,2018/2/23,"几只动物建那么大个园让人走路累死人, 冬天去的动物都在睡觉, 很无聊, 累, 没有下次, 如果有人去看了我评论还要去, 南门进的话, 一定要先坐缆车去北门, 在北门那边走步行区看动物这样才不会一直走回头路, 小火车也早早去排队看了吧, 排队人超多"
492,杜紫藤520,2017/7/30,"体验度极差, 订两张票, 生成两个二维码, 一个二维码扫了能过, 另一个二维码扫了过不去, 那边一个所谓的验票处负责人, 男的, 服务态度极其差, 还不熟业务, 说我的二维码不是这边园区的, 我说如果不是也就不存在一张可以一张不行, 如果不是那就应该都过不去, 二维码图形明显不一样, 前面还说我两个二维码是同一个, 唉, 还和我吵架, 服务态度差素质更差, 园区各种人抽烟, 管理严重不到位, 都是小孩这个抽烟也不管, 排队管理也是极差, 各种人插队, 工作人员也是基本不管, 一张票过不去, 那边验票的所谓负责人和我吵架而不是去帮我解决问题, 另外一个大姐叫我要去外面出纸质票, 没人完整的告诉我要怎么处理, 我出去以后到处问, 到了服务驿站, 一个队伍写, 异常票务处理, 结果排在我前面的人全部是在办年卡的, 我问了工作人员到底这个队是办异常票务的还是办年卡的, 她说一句异常票务然后就不理我了继续办她的年卡直到排到我, 又是另外一个工作人员在帮我处理, 之前那个还在继续办年卡, 我只能呵呵了"
493,M14****556,2017/7/15,"动物世界还不错, 不过携程这个企业太令人无语, 它可以把自己责任的那部分推的一干二净, 我还有个, 元的订单由于他们工作的不到位和不负责任的态度, 订单没取到票, 沟通了几天就告诉我不退钱的结果, 实在是令人无语到极点, 以后再也不在这个网站下订单了"
494,莱克伍德袁术,2018/4/6,"人多动物少, 还有假动物, 东西贵, 小火车排队一个多小时只开了十几分钟"
495,_WeCh****018235,2019/4/3,"太黑了, 在携程上定, 每张比, 贵差不多, 还不可以退票, 建议大家不要用携程了"
496,QDGT,2018/2/23,"月, 日去的, 里面的动物还可以, 我们看了一个上午, 人挺多的, 中午出来的, 门票价格比较贵, 不让带食物进入, 里面的东西挺贵的, 最便宜的水是, 元, 动物园到地铁的巴士说取消了, 让游客步行走到地铁口, 在大太阳下, 我们足足走了半个多小时, 广州长隆野生动物南门穿梭巴士的工作人员态度非常蛮横, 不耐烦, 真是对不起这么贵的门票, 服务很差, 特别是南门巴士的那个穿黄色衣服的工作人员"
497,205****518,2018/10/4,"服务太差了, 一点都不人性化, 来一次就不想再来了"
498,286****734,2018/9/19,"按错了时间, 不能退票, 字能写大点嘛"
499,_WeCh****719873,2018/7/25,"订票信息上为什么不着重标明飞鸟园所在地或与长隆动物园距离, 坑人, 距离那么远根本来不及玩"
500,M35****1802,2019/9/21,"很差, 只能一次性进出, 我住长隆酒店, 因为提前在携程买了套票就没有和前台买, 结果携程的票只能进去一次失效, 我们中午回酒店休息下午又去动物园就被拒, 哎最糟糕的一次体验"
501,成都黄山黄河,2019/3/1,"先说这个景区, 过分炒作, 其实一般, 第二, 景点门票网购平台严重侵害消费者利益, 网上订票非常, 我有优待证到景点门票售票处购票本可享受一百多元的优惠, 网购平台并未标注或提醒, 误导消费者, 不加提醒在此网购后, 又不同意退票, 经过近两个小时电话沟通他们不得不同意退一张却恬不知耻的硬扣了这张, 多元门票的百分之二十共, 多元的手续费, 强烈要求退还被, 无理扣走的, 多元, 并要求, 道歉, 景点门票网购平台要整改, 必须注明有优待证件的可直接在景点售票处购票, 不能继续, 害消费者"
502,163****265,2018/2/22,"硬件尚可, 服务太差, 门口自驾车排队进入过程中, 有一队异常慢, 等了三十分钟, 进不了一个车, 旁边的车队均正常, 找了几个工作人员协调, 都一副事不关己的样子, 好容易进去了, 临时车场, 几个大叔黑着脸粤语大喊, 根本不知道要做什么"
503,_WeCh****623144,2018/2/18,"自我感觉没什么玩, 里面东西太贵, 一碗几块钱的面, 里面卖, 块, 物价局就不管吗"
504,M25****7714,2018/2/17,"千万不要特殊假日去, 光排队进门需要, 个小时, 里面除了人啥都看不见, 还有最好直接去北门, 不要从南门进, 等我到北门, 坐小火车时, 那排队已经看不见队尾了, 还有就是园区设计太不合理, 比如去考拉馆, 从前面进, 类似半圆形走出来, 你会发现去下一个地点又要路过你刚进去的门, 白走超多冤枉路, 还有每个动物区域结尾都有个卖玩偶的商店, 玩偶最小, 元每个, 然后绝对不要带零食, 否则还要存零食, 还有带行李也要存, 反正就是排队, 里面饭超级难吃, 还贵的要死, 完全不是那种野生动物园的感觉, 里面大部分都在睡觉, 投喂食物, 元一份, 牛逼呀, 这里烧钱真是不为过, 长隆就是一个开发过度的野生动物园, 没有野生, 一天时间半天都在排队, 进门难, 出门坐地铁都堵, 以上仅供参考"
505,我爱肉嘟嘟,2018/10/2,"差, 差, 差, 不让带吃的, 让游客强行里面消费, 里面消费很高, 饭非常难吃"
506,霍尔斯山谷多莉丝,2018/2/21,"人山人海累死人了, 自驾车通道完全不动, 去坐小火车排队, 个半小时才刚排到快捷通道, 元少排, 分钟, 过年公园的人超级多, 每个志愿者都是哑着嗓子的, 老人大人小孩出来都说再也不玩动物园了"
507,福儿,2018/5/3,"不要买这种票, 携程骗人的, 去到哪里什么都要多收钱的, 大家千万别上当啊, 长隆好坑啊, 携程不讲清楚和在购票注明清楚的, 坑人的, 都是要附加收钱的"
508,139****5436,2018/2/23,"玩的很累, 公园管理不是很人性化, 有隐形的强制消费, 之前是在携程订的优惠家庭票, 票是提前一周就订了, 由于天气原因不能带孩子出游, 申请改期和退票都未果, 没法只能硬着头皮带着家人前往, 携程也是够烂的, 几次沟通都没用, 去了那工作人员只是维护自己的利益, 一点都不站在消费者的立场考虑, 进门所有的吃的都不让带, 哪怕是一块小饼干, 只好配合工作将所有的零食寄存, 进去排小火车排了将近, 小时, 还有所谓的, 通道, 就是给钱就不用排队, 好不容易拍了小火车, 想近距离观看动物, 结果全被一排所谓的自驾进园的车给挡住了, 小火车又开的快, 讲解又不是很清楚, 走马观花看了一圈所谓的猛兽, 还大部分看到的是车, 真是管理不当, 下了小火车开始步行, 看到小卖部卖吃的, 一份普通炒饭, 元, 一份炸鸡, 元, 一串棉花糖, 元, 这种抢钱及强制消费, 跟国内其他的旅游景点来比真是够高的了, 不吃还真得饿, 关键孩子要吃, 步行走每个主题园区的时候, 都必定会经过一个主题商店, 东西卖的也是巨贵, 整个园区游玩不是看车就是看人头, 小孩什么也看不到, 整个花钱买罪受"
509,D14****564,2018/2/19,"感觉不好的原因, 从地铁站到长隆动物世界的接驳巴士停运了, 没有事先告知游客, 带着宝宝走了半个多小时, 换票, 取票过程过于繁琐, 已经是信息化时代了, 而且是网上订票的, 为什么不能在手机上生成电子门票直接快速入园, 所谓的快速通道, 花了, 元, 既然可以人为的快速入园, 说明是管理上的缺陷, 或者故意为之, 让游客买单"
510,哈哈哈qqqwww,2018/2/19,"初四去的, 人多的看不见路, 太坑了, 缆车小火车等排队排死人, 一根树枝, 元, 完全不控制一下进园人数, 玩个球, 再也不去了"
511,183****7657,2018/10/26,"服务较差, 人多, 排队一两个小时才能体验一个娱乐项目, 物价贵的离谱"
512,兰彭伯格吴承恩,2018/9/12,"失望, 景点太捞钱, 不值得推荐不值得去"
513,320****073,2018/8/24,"捷程的票比网上的贵一点, 还没有人工"
514,M22****990,2018/7/9,"下大雨什么都没看到, 亏大了"
515,_WeCh****719873,2018/7/25,"订票信息上为什么不着重标明飞鸟园所在地或与长隆动物园距离, 坑人"
516,M25****288,2018/11/24,"周六自驾一台车是, 动物少, 并且还有假的一部分, 娱乐项目少"
517,320****073,2018/8/24,"不好玩, 性价比底, 走到累死了, 没什么好看的"
518,M44****641,2017/10/8,"没有说的那么好, 不值得这价钱, 而且里面吃饭很贵, 饭里看到有头发, 最不能忍的就是上面明明写着到地铁站, 结果开到长隆酒店去, 果然处处都想着赚钱, 不会再去第二次了"
519,M23****3608,2018/2/18,"在两个十岁以内的两个小朋友眼中都看不上眼, 自驾游, 一辆车三百元, 儿童票一张二百一, 老人出示证件二百一, 学生票出示证件二百四, 进到去, 动物都睡觉了, 一点儿也不凶猛, 还很塞, 真的是十元钱都不值, 就这样隔着个坑看, 一点意思都没有, 停车场超大尘, 十米内人都看不见, 那个流动性厕所连哪里怎样冲厕所都不会标清楚, 连广州动物园都比不上, 真的是不如垃圾"
520,M23****7237,2018/10/2,"人太多了, 也没机动游戏, 小孩走了一天, 感觉很累, 没玩到什么"
521,320****235,2018/10/5,"对野生动物园到没什么意见, 对于携程的服务真是无语, 一句抱歉, 没办法就完了"
522,奶茶,2018/8/23,"态度不好, 差评, 坑游客, 坑人坑人"
523,扛把子-77,2018/10/9,"可以一分都不给吗, 太垃圾了"
524,奶茶,2018/8/23,"差评, 完全是坑游客的景点"
525,奶茶,2018/8/23,"在所有旅程最差的一次游玩, 差评"
526,M37****168,2018/7/29,"态度差, 气味大, 公共设施不太好"
527,_WeCh****23610,2018/10/3,"真的, 垃圾中的战斗机, 不会再来"
